Date,strategy_return,gross_strategy_return,exposure,turnover,equity,gross_equity,drawdown,strategy_key,model_key,split,threshold
2020-05-19,0.01700210835832242,0.017068775024989085,1.0,0.6666666666666666,1.0493217585233785,1.0502618809851598,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-05-20,-0.006608713710903842,-0.006608713710903842,1.0,0.0,1.0423870914306752,1.0433210008922535,-0.006608713710903991,positive_20d_momentum,positive_20d_momentum,validation,
2020-05-21,0.0007280386478041301,0.0007280386478041301,1.0,0.0,1.0431459895192088,1.0440805789029688,-0.0058854864620937475,positive_20d_momentum,positive_20d_momentum,validation,
2020-05-22,0.015750735652471908,0.015750735652471908,1.0,0.0,1.0595763062470622,1.0605256161011494,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-05-26,0.01668820200775456,0.01668820200775456,1.0,0.0,1.0772587296883436,1.0782238818170438,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-05-27,-0.004380068128710575,-0.004380068128710575,1.0,0.0,1.0725402630600605,1.0735011877566822,-0.0043800681287105014,positive_20d_momentum,positive_20d_momentum,validation,
2020-05-28,0.004017015864081097,0.004017015864081097,1.0,0.0,1.0768486743116383,1.0778134590580106,-0.0003806470677882867,positive_20d_momentum,positive_20d_momentum,validation,
2020-05-29,0.00613611868942369,0.00613611868942369,1.0,0.0,1.0834563455877633,1.084427050367849,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-01,0.009562752238094774,0.009562752238094774,1.0,0.0,1.0938171701814106,1.0947971575708046,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-02,0.016490838748887942,0.016490838748887942,1.0,0.0,1.1118551327556372,1.1128512809590456,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-03,-0.0025703847475763895,-0.0025703847475763895,1.0,0.0,1.1089972372808876,1.1099908250001476,-0.0025703847475763153,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-04,0.027003821796525534,0.027003821796525534,1.0,0.0,1.13894440104926,1.13996481943423,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-05,0.014579710390252446,0.014579710390252446,1.0,0.0,1.1555498805671578,1.1565851763566575,0.0,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-08,-0.008292032516694525,-0.008292032516694525,1.0,0.0,1.1459680233828324,1.1469947344659812,-0.008292032516694525,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-09,-0.005718523710879071,-0.005718523710879071,1.0,0.0,1.1394147780692085,1.140435617880684,-0.01396313804301541,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-10,-0.061698203649451146,-0.061698203649451146,1.0,0.0,1.0691149330507004,1.070072788879594,-0.07479984115790317,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-11,0.01565294096599808,0.01565294096599808,1.0,0.0,1.08584972598361,1.0868225750732472,-0.060317737689815853,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-12,0.008948004540477209,0.008948004540477209,1.0,0.0,1.0955659142619874,1.0965474684096959,-0.051909456540058296,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-15,0.01873860152234008,0.01873860152234008,1.0,0.0,1.116095287370801,1.117095234470556,-0.03414356563906351,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-16,-0.0037219973561158173,-0.0037219973561158173,1.0,0.0,1.1119411836620336,1.112937408961327,-0.03773848073414232,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-17,0.0002062194311291584,0.0002062194311291584,1.0,0.0,1.1121704875403775,1.1131669182806856,-0.037540043711041804,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-18,-0.0051177297701774,-0.0051177297701774,1.0,0.0,1.1064786995267795,1.107470030803824,-0.04246565368194544,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-19,0.0070341282399385046,0.0070341282399385046,1.0,0.0,1.1142618125940111,1.1152601170223866,-0.03573023429579858,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-22,0.0055142815660694415,0.0055142815660694415,1.0,0.0,1.1204061659669733,1.1214099753270554,-0.030412979302057996,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-23,-0.026053700572534644,-0.026053700572534644,1.0,0.0,1.0912154391992481,1.0921930956108308,-0.05567430921833816,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-24,0.011492520528199565,0.011492520528199565,1.0,0.0,1.1037562550349338,1.104745147182896,-0.04482162683172364,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-25,-0.00871130411633559,-0.008644637449668924,0.3333333333333333,0.6666666666666666,1.0941410986270168,1.0951950259112186,-0.05314247612573919,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-26,0.01662060154347244,0.016687268210139106,1.0,0.6666666666666666,1.1123263818596336,1.1134708390510093,-0.037405134502986215,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-29,0.006165430948486717,0.006232097615153383,0.3333333333333333,0.6666666666666666,1.1191843533591692,1.1204100980116019,-0.03147032232839653,positive_20d_momentum,positive_20d_momentum,validation,
2020-06-30,0.0021375784056687093,0.0021709117390020425,0.6666666666666666,0.3333333333333333,1.1215766976648722,1.1228424094458718,-0.029400014204156277,positive_20d_momentum,positive_20d_momentum,validation,
2020-07-01,0.0029364502329274345,0.0029364502329274345,0.6666666666666666,0.0,1.1248701518199762,1.12613958030063,-0.026549895649786825,positive_20d_momentum,positive_20d_momentum,validation,
