model_id,model_name,mae,rmse,rmsle,r2,mean_actual_units,mean_predicted_units,positive_sales_mae,zero_sales_mae
hist_gradient_boosting,Histogram Gradient Boosting,0.2215947945397567,2.4044422105270398,0.09261120251144904,0.8933725339774743,0.7680767272462774,0.7271558983620621,9.260533625156135,0.009006846895444308
poisson_regression,Weighted Poisson Regression,1.4036424887556638,6.597601714658144,0.6229351202130968,0.1971903387675744,0.7680767272462774,0.8577190839047204,29.72527468795837,0.7375424325441973
lag_blend_baseline,Lag Blend Baseline,1.2379938192899267,2.9602016486204903,0.6936629092825165,0.8383845061117099,0.7680767272462774,1.7597741188019527,11.0857581753869,1.006383001628855
